DateTime,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume,last_1_hour_traffic,last_2_hour_traffic,last_3_hour_traffic,last_4_hour_traffic,last_5_hour_traffic,last_6_hour_traffic,hour,month_day,weekday,month,year,Junction
25-10-2012 15:00,1,298,93,9,320,4,4,285.8,0,0,90,Drizzle,light intensity drizzle,5888,5888,5888,5888,5450,5450,5450,15,25,4,10,2012,1
25-10-2012 15:00,1,112,93,7,310,2,2,285.8,0,0,90,Mist,mist,5888,5888,5888,5888,5888,5450,5450,15,25,4,10,2012,1
25-10-2012 16:00,1,41,64,7,290,8,8,285.29,0,0,90,Drizzle,light intensity drizzle,6473,5888,5888,5888,5888,5888,5450,16,25,4,10,2012,1
25-10-2012 16:00,1,134,64,6,290,8,8,285.29,0,0,90,Mist,mist,6473,6473,5888,5888,5888,5888,5888,16,25,4,10,2012,1
25-10-2012 16:00,1,203,69,7,310,6,6,285.29,0,0,90,Rain,light rain,6473,6473,6473,5888,5888,5888,5888,16,25,4,10,2012,1
25-10-2012 17:00,1,187,64,5,300,4,4,284.77,0,0,90,Rain,moderate rain,6488,6473,6473,6473,5888,5888,5888,17,25,4,10,2012,1
25-10-2012 17:00,1,228,64,4,270,3,3,284.77,0,0,90,Mist,mist,6488,6488,6473,6473,6473,5888,5888,17,25,4,10,2012,1
25-10-2012 17:00,1,109,64,6,270,6,6,284.77,0,0,90,Rain,light rain,6488,6488,6488,6473,6473,6473,5888,17,25,4,10,2012,1
25-10-2012 18:00,1,128,55,6,280,9,9,284.29,0,0,90,Rain,light rain,5351,6488,6488,6488,6473,6473,6473,18,25,4,10,2012,1
25-10-2012 18:00,1,252,59,6,280,8,8,284.29,0,0,90,Rain,moderate rain,5351,5351,6488,6488,6488,6473,6473,18,25,4,10,2012,1
25-10-2012 18:00,1,112,59,7,280,2,2,284.29,0,0,90,Drizzle,light intensity drizzle,5351,5351,5351,6488,6488,6488,6473,18,25,4,10,2012,1
25-10-2012 18:00,1,127,59,6,270,8,8,284.29,0,0,90,Mist,mist,5351,5351,5351,5351,6488,6488,6488,18,25,4,10,2012,1
25-10-2012 19:00,1,290,69,5,280,1,1,283.79,0,0,90,Rain,light rain,3500,5351,5351,5351,5351,6488,6488,19,25,4,10,2012,1
25-10-2012 19:00,1,16,64,6,270,8,8,283.79,0,0,90,Drizzle,light intensity drizzle,3500,3500,5351,5351,5351,5351,6488,19,25,4,10,2012,1
25-10-2012 19:00,1,19,64,5,270,7,7,283.79,0,0,90,Mist,mist,3500,3500,3500,5351,5351,5351,5351,19,25,4,10,2012,1
25-10-2012 20:00,1,56,69,4,270,9,9,283.44,0,0,90,Mist,mist,2856,3500,3500,3500,5351,5351,5351,20,25,4,10,2012,1
25-10-2012 20:00,1,105,69,5,260,1,1,283.44,0,0,90,Drizzle,drizzle,2856,2856,3500,3500,3500,5351,5351,20,25,4,10,2012,1
25-10-2012 20:00,1,51,69,6,280,3,3,283.44,0,0,90,Rain,light rain,2856,2856,2856,3500,3500,3500,5351,20,25,4,10,2012,1
25-10-2012 21:00,1,233,64,0,248,7,7,283.22,0,0,90,Mist,mist,2587,2856,2856,2856,3500,3500,3500,21,25,4,10,2012,1
25-10-2012 21:00,1,123,51,7,290,7,7,283.22,0,0,90,Drizzle,light intensity drizzle,2587,2587,2856,2856,2856,3500,3500,21,25,4,10,2012,1
25-10-2012 21:00,1,255,64,6,280,8,8,283.22,0,0,90,Rain,moderate rain,2587,2587,2587,2856,2856,2856,3500,21,25,4,10,2012,1
25-10-2012 22:00,1,41,48,6,310,6,6,282.82,0,0,90,Clouds,overcast clouds,1979,2587,2587,2587,2856,2856,2856,22,25,4,10,2012,1
25-10-2012 23:00,1,162,48,5,290,9,9,282.13,0,0,90,Clouds,overcast clouds,1284,1979,2587,2587,2587,2856,2856,23,25,4,10,2012,1
26-10-2012 00:00,1,255,47,6,290,6,6,281.05,0,0,90,Rain,moderate rain,665,1284,1979,2587,2587,2587,2856,0,26,5,10,2012,1
26-10-2012 00:00,1,226,51,6,280,2,2,281.05,0,0,90,Rain,light rain,665,665,1284,1979,2587,2587,2587,0,26,5,10,2012,1
26-10-2012 00:00,1,281,48,4,290,1,1,281.05,0,0,90,Drizzle,light intensity drizzle,665,665,665,1284,1979,2587,2587,0,26,5,10,2012,1
26-10-2012 01:00,1,16,48,5,270,5,5,280.44,0,0,90,Rain,light rain,432,665,665,665,1284,1979,2587,1,26,5,10,2012,1
26-10-2012 01:00,1,270,48,4,290,8,8,280.44,0,0,90,Drizzle,drizzle,432,432,665,665,665,1284,1979,1,26,5,10,2012,1
26-10-2012 02:00,1,298,59,4,270,2,2,280.07,0,0,90,Drizzle,light intensity drizzle,326,432,432,665,665,665,1284,2,26,5,10,2012,1
26-10-2012 02:00,1,214,51,6,270,5,5,280.07,0,0,90,Rain,light rain,326,326,432,432,665,665,665,2,26,5,10,2012,1
26-10-2012 02:00,1,273,55,4,270,4,4,280.07,0,0,90,Mist,mist,326,326,326,432,432,665,665,2,26,5,10,2012,1
26-10-2012 03:00,1,221,69,2,240,9,9,279.54,0,0,90,Drizzle,light intensity drizzle,380,326,326,326,432,432,665,3,26,5,10,2012,1
26-10-2012 03:00,1,169,74,2,230,4,4,279.54,0,0,90,Drizzle,drizzle,380,380,326,326,326,432,432,3,26,5,10,2012,1
26-10-2012 03:00,1,211,64,3,270,2,2,279.54,0,0,90,Rain,light rain,380,380,380,326,326,326,432,3,26,5,10,2012,1
26-10-2012 03:00,1,125,69,2,250,2,2,279.54,0,0,90,Mist,mist,380,380,380,380,326,326,326,3,26,5,10,2012,1
26-10-2012 04:00,1,271,74,2,220,4,4,278.93,0,0,90,Drizzle,light intensity drizzle,705,380,380,380,380,326,326,4,26,5,10,2012,1
26-10-2012 04:00,1,61,86,2,230,9,9,278.93,0,0,90,Drizzle,drizzle,705,705,380,380,380,380,326,4,26,5,10,2012,1
26-10-2012 04:00,1,157,74,1,230,4,4,278.93,0,0,90,Mist,mist,705,705,705,380,380,380,380,4,26,5,10,2012,1
26-10-2012 04:00,1,138,74,2,250,3,3,278.93,0,0,90,Rain,light rain,705,705,705,705,380,380,380,4,26,5,10,2012,1
26-10-2012 04:00,1,87,74,2,220,2,2,278.93,0,0,90,Rain,moderate rain,705,705,705,705,705,380,380,4,26,5,10,2012,1
26-10-2012 05:00,1,257,74,1,240,4,4,278.27,0,0,90,Thunderstorm,proximity thunderstorm with rain,2430,705,705,705,705,705,380,5,26,5,10,2012,1
26-10-2012 05:00,1,48,86,0,0,5,5,278.27,0,0,90,Rain,moderate rain,2430,2430,705,705,705,705,705,5,26,5,10,2012,1
26-10-2012 05:00,1,230,86,2,190,6,6,278.27,0,0,90,Mist,mist,2430,2430,2430,705,705,705,705,5,26,5,10,2012,1
26-10-2012 05:00,1,267,80,1,210,3,3,278.27,0,0,90,Rain,heavy intensity rain,2430,2430,2430,2430,705,705,705,5,26,5,10,2012,1
26-10-2012 06:00,1,263,48,2,200,6,6,278.07,0,0,90,Mist,mist,5426,2430,2430,2430,2430,705,705,6,26,5,10,2012,1
26-10-2012 06:00,1,297,64,2,230,7,7,278.07,0,0,90,Rain,heavy intensity rain,5426,5426,2430,2430,2430,2430,705,6,26,5,10,2012,1
26-10-2012 06:00,1,125,41,4,220,8,8,278.07,0,0,90,Rain,moderate rain,5426,5426,5426,2430,2430,2430,2430,6,26,5,10,2012,1
26-10-2012 07:00,1,206,35,3,210,4,4,277.53,0,0,90,Rain,light rain,6499,5426,5426,5426,2430,2430,2430,7,26,5,10,2012,1
26-10-2012 07:00,1,223,35,4,210,7,7,277.53,0,0,90,Rain,moderate rain,6499,6499,5426,5426,5426,2430,2430,7,26,5,10,2012,1
26-10-2012 08:00,1,101,38,4,230,3,3,276.23,0,0,90,Rain,light rain,5856,6499,6499,5426,5426,5426,2430,8,26,5,10,2012,1
26-10-2012 08:00,1,41,41,3,230,2,2,276.23,0,0,90,Mist,mist,5856,5856,6499,6499,5426,5426,5426,8,26,5,10,2012,1
26-10-2012 08:00,1,102,44,1,200,6,6,276.23,0,0,90,Rain,moderate rain,5856,5856,5856,6499,6499,5426,5426,8,26,5,10,2012,1
26-10-2012 09:00,1,140,51,0,0,1,1,275.66,0,0,90,Mist,mist,5234,5856,5856,5856,6499,6499,5426,9,26,5,10,2012,1
26-10-2012 09:00,1,232,55,0,0,3,3,275.66,0,0,90,Snow,heavy snow,5234,5234,5856,5856,5856,6499,6499,9,26,5,10,2012,1
26-10-2012 09:00,1,241,48,1,220,5,5,275.66,0,0,90,Rain,light rain,5234,5234,5234,5856,5856,5856,6499,9,26,5,10,2012,1
26-10-2012 10:00,1,23,64,0,0,1,1,275.02,0,0,90,Rain,moderate rain,4695,5234,5234,5234,5856,5856,5856,10,26,5,10,2012,1
26-10-2012 10:00,1,116,64,0,0,9,9,275.02,0,0,90,Snow,heavy snow,4695,4695,5234,5234,5234,5856,5856,10,26,5,10,2012,1
26-10-2012 10:00,1,22,55,0,0,3,3,275.02,0,0,90,Rain,light rain,4695,4695,4695,5234,5234,5234,5856,10,26,5,10,2012,1
26-10-2012 10:00,1,30,64,0,0,1,1,275.02,0,0,90,Mist,mist,4695,4695,4695,4695,5234,5234,5234,10,26,5,10,2012,1
26-10-2012 11:00,1,297,80,0,0,3,3,275.03,0,0,90,Rain,moderate rain,5341,4695,4695,4695,4695,5234,5234,11,26,5,10,2012,1
26-10-2012 11:00,1,178,80,1,110,1,1,275.03,0,0,90,Mist,mist,5341,5341,4695,4695,4695,4695,5234,11,26,5,10,2012,1
26-10-2012 11:00,1,41,80,0,0,5,5,275.03,0,0,90,Snow,heavy snow,5341,5341,5341,4695,4695,4695,4695,11,26,5,10,2012,1
26-10-2012 11:00,1,137,80,0,0,6,6,275.03,0,0,90,Rain,light rain,5341,5341,5341,5341,4695,4695,4695,11,26,5,10,2012,1
26-10-2012 12:00,1,90,74,1,120,1,1,274.5,0,0,90,Mist,mist,5943,5341,5341,5341,5341,4695,4695,12,26,5,10,2012,1
26-10-2012 12:00,1,191,74,1,110,7,7,274.5,0,0,90,Snow,heavy snow,5943,5943,5341,5341,5341,5341,4695,12,26,5,10,2012,1
26-10-2012 13:00,1,199,74,2,120,3,3,275.01,0,0,90,Snow,heavy snow,5874,5943,5943,5341,5341,5341,5341,13,26,5,10,2012,1
26-10-2012 14:00,1,175,64,3,140,9,9,275.38,0,0,90,Mist,mist,5879,5874,5943,5943,5341,5341,5341,14,26,5,10,2012,1
26-10-2012 14:00,1,264,74,2,140,7,7,275.38,0,0,90,Snow,heavy snow,5879,5879,5874,5943,5943,5341,5341,14,26,5,10,2012,1
26-10-2012 15:00,1,265,55,3,170,9,9,275.85,0,0,90,Snow,heavy snow,6060,5879,5879,5874,5943,5943,5341,15,26,5,10,2012,1
26-10-2012 16:00,1,207,48,3,170,8,8,276.56,0,0,90,Clouds,overcast clouds,6348,6060,5879,5879,5874,5943,5943,16,26,5,10,2012,1
26-10-2012 17:00,1,222,41,2,0,5,5,276.7,0,0,90,Clouds,overcast clouds,5955,6348,6060,5879,5879,5874,5943,17,26,5,10,2012,1
26-10-2012 18:00,1,54,38,3,200,5,5,276.71,0,0,90,Clouds,overcast clouds,5341,5955,6348,6060,5879,5879,5874,18,26,5,10,2012,1
26-10-2012 19:00,1,22,39,2,160,4,4,276.43,0,0,90,Clouds,overcast clouds,4144,5341,5955,6348,6060,5879,5879,19,26,5,10,2012,1
26-10-2012 20:00,1,61,39,3,130,3,3,276.23,0,0,90,Clouds,overcast clouds,3249,4144,5341,5955,6348,6060,5879,20,26,5,10,2012,1
26-10-2012 21:00,1,274,39,3,160,3,3,275.99,0,0,75,Clouds,broken clouds,3017,3249,4144,5341,5955,6348,6060,21,26,5,10,2012,1
26-10-2012 22:00,1,52,39,2,160,2,2,276.28,0,0,90,Clouds,overcast clouds,2765,3017,3249,4144,5341,5955,6348,22,26,5,10,2012,1
26-10-2012 23:00,1,16,48,2,130,5,5,276.28,0,0,90,Clouds,overcast clouds,1894,2765,3017,3249,4144,5341,5955,23,26,5,10,2012,1
27-10-2012 00:00,1,239,48,2,140,6,6,276.01,0,0,90,Clouds,overcast clouds,1159,1894,2765,3017,3249,4144,5341,0,27,6,10,2012,1
27-10-2012 01:00,1,53,51,2,150,7,7,275.36,0,0,90,Clouds,overcast clouds,822,1159,1894,2765,3017,3249,4144,1,27,6,10,2012,1
27-10-2012 02:00,1,181,55,3,140,3,3,274.93,0,0,20,Clouds,few clouds,641,822,1159,1894,2765,3017,3249,2,27,6,10,2012,1
27-10-2012 03:00,1,111,48,3,160,1,1,274.28,0,0,20,Clouds,few clouds,411,641,822,1159,1894,2765,3017,3,27,6,10,2012,1
27-10-2012 04:00,1,232,51,2,160,1,1,274.01,0,0,1,Clear,sky is clear,468,411,641,822,1159,1894,2765,4,27,6,10,2012,1
27-10-2012 05:00,1,77,59,2,150,1,1,273.71,0,0,1,Clear,sky is clear,723,468,411,641,822,1159,1894,5,27,6,10,2012,1
27-10-2012 06:00,1,131,59,2,150,2,2,273.43,0,0,1,Clear,sky is clear,1415,723,468,411,641,822,1159,6,27,6,10,2012,1
27-10-2012 07:00,1,86,59,2,140,7,7,273.65,0,0,20,Clouds,few clouds,2191,1415,723,468,411,641,822,7,27,6,10,2012,1
27-10-2012 08:00,1,214,59,0,0,6,6,274.58,0,0,75,Clouds,broken clouds,3185,2191,1415,723,468,411,641,8,27,6,10,2012,1
27-10-2012 09:00,1,180,59,2,140,1,1,275.39,0,0,90,Clouds,overcast clouds,4076,3185,2191,1415,723,468,411,9,27,6,10,2012,1
27-10-2012 10:00,1,227,68,2,130,4,4,275.44,0,0,0,Clear,sky is clear,4522,4076,3185,2191,1415,723,468,10,27,6,10,2012,1
27-10-2012 11:00,1,202,68,1,150,3,3,276.11,0,0,90,Clouds,overcast clouds,6012,4522,4076,3185,2191,1415,723,11,27,6,10,2012,1
27-10-2012 12:00,1,162,68,2,130,7,7,276.48,0,0,90,Clouds,overcast clouds,5975,6012,4522,4076,3185,2191,1415,12,27,6,10,2012,1
27-10-2012 13:00,1,50,64,3,110,6,6,276.5,0,0,90,Clouds,overcast clouds,5307,5975,6012,4522,4076,3185,2191,13,27,6,10,2012,1
27-10-2012 14:00,1,32,55,3,130,6,6,276.56,0,0,90,Clouds,overcast clouds,4678,5307,5975,6012,4522,4076,3185,14,27,6,10,2012,1
27-10-2012 15:00,1,195,51,3,140,6,6,276.61,0,0,90,Clouds,overcast clouds,4405,4678,5307,5975,6012,4522,4076,15,27,6,10,2012,1
27-10-2012 16:00,1,225,52,3,140,3,3,276.9,0,0,90,Clouds,overcast clouds,4403,4405,4678,5307,5975,6012,4522,16,27,6,10,2012,1
27-10-2012 17:00,1,52,52,3,110,5,5,276.61,0,0,90,Clouds,overcast clouds,4311,4403,4405,4678,5307,5975,6012,17,27,6,10,2012,1
27-10-2012 18:00,1,122,52,2,140,7,7,276.34,0,0,90,Clouds,overcast clouds,4198,4311,4403,4405,4678,5307,5975,18,27,6,10,2012,1
27-10-2012 19:00,1,240,48,3,130,1,1,275.96,0,0,90,Clouds,overcast clouds,3475,4198,4311,4403,4405,4678,5307,19,27,6,10,2012,1
27-10-2012 20:00,1,119,48,4,140,9,9,275.6,0,0,90,Clouds,overcast clouds,3078,3475,4198,4311,4403,4405,4678,20,27,6,10,2012,1
27-10-2012 21:00,1,147,48,3,120,3,3,274.86,0,0,90,Clouds,overcast clouds,2931,3078,3475,4198,4311,4403,4405,21,27,6,10,2012,1
27-10-2012 22:00,1,114,45,4,110,4,4,274.05,0,0,20,Clouds,few clouds,2941,2931,3078,3475,4198,4311,4403,22,27,6,10,2012,1
27-10-2012 23:00,1,149,45,4,100,9,9,273.62,0,0,20,Clouds,few clouds,2240,2941,2931,3078,3475,4198,4311,23,27,6,10,2012,1
28-10-2012 00:00,1,264,48,3,110,3,3,273.52,0,0,20,Clouds,few clouds,1564,2240,2941,2931,3078,3475,4198,0,28,7,10,2012,1
28-10-2012 01:00,1,84,48,3,110,4,4,273.54,0,0,90,Clouds,overcast clouds,795,1564,2240,2941,2931,3078,3475,1,28,7,10,2012,1
28-10-2012 02:00,1,242,48,2,110,2,2,273.63,0,0,90,Clouds,overcast clouds,447,795,1564,2240,2941,2931,3078,2,28,7,10,2012,1
28-10-2012 03:00,1,221,48,1,70,6,6,273.63,0,0,90,Clouds,overcast clouds,443,447,795,1564,2240,2941,2931,3,28,7,10,2012,1
28-10-2012 04:00,1,67,59,0,0,3,3,273.22,0,0,90,Clouds,overcast clouds,330,443,447,795,1564,2240,2941,4,28,7,10,2012,1
28-10-2012 05:00,1,47,74,0,0,4,4,272.75,0,0,75,Clouds,broken clouds,453,330,443,447,795,1564,2240,5,28,7,10,2012,1
28-10-2012 06:00,1,271,86,0,0,3,3,272.16,0,0,75,Clouds,broken clouds,755,453,330,443,447,795,1564,6,28,7,10,2012,1
28-10-2012 07:00,1,221,86,1,30,1,1,271.06,0,0,20,Clouds,few clouds,953,755,453,330,443,447,795,7,28,7,10,2012,1
28-10-2012 08:00,1,147,86,0,0,9,9,270.68,0,0,1,Clear,sky is clear,1650,953,755,453,330,443,447,8,28,7,10,2012,1
28-10-2012 09:00,1,291,86,0,0,1,1,272.6,0,0,1,Clear,sky is clear,2442,1650,953,755,453,330,443,9,28,7,10,2012,1
28-10-2012 10:00,1,67,80,0,0,6,6,274.06,0,0,1,Clear,sky is clear,3230,2442,1650,953,755,453,330,10,28,7,10,2012,1
28-10-2012 11:00,1,282,79,2,40,7,7,275.81,0,0,1,Clear,sky is clear,3575,3230,2442,1650,953,755,453,11,28,7,10,2012,1
28-10-2012 12:00,1,62,74,2,30,5,5,277.54,0,0,20,Clouds,few clouds,4139,3575,3230,2442,1650,953,755,12,28,7,10,2012,1
28-10-2012 13:00,1,215,74,1,350,7,7,278.54,0,0,40,Clouds,scattered clouds,3892,4139,3575,3230,2442,1650,953,13,28,7,10,2012,1
28-10-2012 14:00,1,14,64,0,0,8,8,278.97,0,0,40,Clouds,scattered clouds,3989,3892,4139,3575,3230,2442,1650,14,28,7,10,2012,1
28-10-2012 15:00,1,116,56,3,40,9,9,278.91,0,0,75,Clouds,broken clouds,4294,3989,3892,4139,3575,3230,2442,15,28,7,10,2012,1
28-10-2012 16:00,1,252,49,4,360,5,5,278.81,0,0,75,Clouds,broken clouds,4521,4294,3989,3892,4139,3575,3230,16,28,7,10,2012,1
28-10-2012 17:00,1,157,45,4,20,9,9,278.27,0,0,75,Clouds,broken clouds,4280,4521,4294,3989,3892,4139,3575,17,28,7,10,2012,1
28-10-2012 18:00,1,188,42,3,360,1,1,276.67,0,0,75,Clouds,broken clouds,3945,4280,4521,4294,3989,3892,4139,18,28,7,10,2012,1
28-10-2012 19:00,1,183,39,5,360,8,8,275.86,0,0,75,Clouds,broken clouds,3169,3945,4280,4521,4294,3989,3892,19,28,7,10,2012,1
28-10-2012 20:00,1,148,37,6,10,3,3,274.29,0,0,75,Clouds,broken clouds,2772,3169,3945,4280,4521,4294,3989,20,28,7,10,2012,1
28-10-2012 21:00,1,184,39,4,340,5,5,273.37,0,0,75,Clouds,broken clouds,2213,2772,3169,3945,4280,4521,4294,21,28,7,10,2012,1
28-10-2012 22:00,1,262,39,5,350,9,9,272.77,0,0,75,Clouds,broken clouds,1570,2213,2772,3169,3945,4280,4521,22,28,7,10,2012,1
28-10-2012 23:00,1,259,35,5,360,4,4,272.01,0,0,75,Clouds,broken clouds,1065,1570,2213,2772,3169,3945,4280,23,28,7,10,2012,1
29-10-2012 00:00,1,145,41,5,20,8,8,271.78,0,0,40,Clouds,scattered clouds,530,1065,1570,2213,2772,3169,3945,0,29,1,10,2012,1
29-10-2012 01:00,1,31,40,5,10,1,1,271.41,0,0,75,Haze,haze,331,530,1065,1570,2213,2772,3169,1,29,1,10,2012,1
29-10-2012 02:00,1,47,40,3,20,6,6,271.46,0,0,75,Mist,mist,270,331,530,1065,1570,2213,2772,2,29,1,10,2012,1
29-10-2012 03:00,1,36,47,2,10,2,2,271.76,0,0,75,Clouds,broken clouds,316,270,331,530,1065,1570,2213,3,29,1,10,2012,1
29-10-2012 04:00,1,291,47,2,350,1,1,272.24,0,0,90,Clouds,overcast clouds,799,316,270,331,530,1065,1570,4,29,1,10,2012,1
29-10-2012 05:00,1,288,47,2,330,5,5,271.98,0,0,90,Clouds,overcast clouds,2513,799,316,270,331,530,1065,5,29,1,10,2012,1
29-10-2012 06:00,1,129,63,2,310,9,9,271.53,0,0,40,Clouds,scattered clouds,5503,2513,799,316,270,331,530,6,29,1,10,2012,1
29-10-2012 07:00,1,262,58,2,320,2,2,271.46,0,0,40,Clouds,scattered clouds,6642,5503,2513,799,316,270,331,7,29,1,10,2012,1
29-10-2012 08:00,1,74,58,2,330,2,2,271.7,0,0,40,Clouds,scattered clouds,6195,6642,5503,2513,799,316,270,8,29,1,10,2012,1
29-10-2012 09:00,1,83,63,1,300,6,6,273.26,0,0,75,Clouds,broken clouds,5246,6195,6642,5503,2513,799,316,9,29,1,10,2012,1
29-10-2012 10:00,1,183,68,0,0,4,4,274.9,0,0,90,Clouds,overcast clouds,4460,5246,6195,6642,5503,2513,799,10,29,1,10,2012,1
29-10-2012 11:00,1,269,63,0,0,4,4,276.33,0,0,90,Clouds,overcast clouds,4580,4460,5246,6195,6642,5503,2513,11,29,1,10,2012,1
29-10-2012 12:00,1,294,73,1,300,3,3,277.58,0,0,90,Snow,heavy snow,4771,4580,4460,5246,6195,6642,5503,12,29,1,10,2012,1
29-10-2012 13:00,1,82,68,2,320,8,8,278.5,0,0,90,Clouds,overcast clouds,4836,4771,4580,4460,5246,6195,6642,13,29,1,10,2012,1
29-10-2012 14:00,1,88,55,1,340,4,4,279.3,0,0,90,Clouds,overcast clouds,5138,4836,4771,4580,4460,5246,6195,14,29,1,10,2012,1
29-10-2012 15:00,1,53,47,3,310,3,3,279.89,0,0,90,Clouds,overcast clouds,5606,5138,4836,4771,4580,4460,5246,15,29,1,10,2012,1
29-10-2012 16:00,1,242,38,3,320,2,2,280.11,0,0,40,Clouds,scattered clouds,6120,5606,5138,4836,4771,4580,4460,16,29,1,10,2012,1
29-10-2012 17:00,1,12,33,4,310,6,6,279.82,0,0,40,Clouds,scattered clouds,5985,6120,5606,5138,4836,4771,4580,17,29,1,10,2012,1
29-10-2012 18:00,1,88,29,3,280,3,3,278.69,0,0,40,Clouds,scattered clouds,4418,5985,6120,5606,5138,4836,4771,18,29,1,10,2012,1
29-10-2012 19:00,1,190,23,2,290,1,1,277.75,0,0,40,Clouds,scattered clouds,3089,4418,5985,6120,5606,5138,4836,19,29,1,10,2012,1
29-10-2012 20:00,1,148,31,0,0,1,1,276.77,0,0,40,Clouds,scattered clouds,2636,3089,4418,5985,6120,5606,5138,20,29,1,10,2012,1
29-10-2012 21:00,1,16,27,5,320,2,2,276.61,0,0,75,Clouds,broken clouds,2117,2636,3089,4418,5985,6120,5606,21,29,1,10,2012,1
29-10-2012 22:00,1,222,36,2,310,2,2,276.06,0,0,75,Clouds,broken clouds,1437,2117,2636,3089,4418,5985,6120,22,29,1,10,2012,1
29-10-2012 23:00,1,10,36,0,0,1,1,275.22,0,0,20,Clouds,few clouds,920,1437,2117,2636,3089,4418,5985,23,29,1,10,2012,1
30-10-2012 00:00,1,193,39,0,0,6,6,274.75,0,0,20,Clouds,few clouds,600,920,1437,2117,2636,3089,4418,0,30,2,10,2012,1
30-10-2012 01:00,1,260,48,1,260,6,6,274.24,0,0,20,Clouds,few clouds,393,600,920,1437,2117,2636,3089,1,30,2,10,2012,1
30-10-2012 02:00,1,224,45,0,0,4,4,273.47,0,0,20,Clouds,few clouds,298,393,600,920,1437,2117,2636,2,30,2,10,2012,1
30-10-2012 03:00,1,86,42,0,0,9,9,273.5,0,0,1,Clear,sky is clear,352,298,393,600,920,1437,2117,3,30,2,10,2012,1
30-10-2012 04:00,1,52,45,1,240,6,6,273.15,0,0,75,Clouds,broken clouds,762,352,298,393,600,920,1437,4,30,2,10,2012,1
30-10-2012 05:00,1,166,45,0,0,8,8,273,0,0,20,Clouds,few clouds,2519,762,352,298,393,600,920,5,30,2,10,2012,1
30-10-2012 06:00,1,27,56,0,0,2,2,272.69,0,0,20,Clouds,few clouds,5478,2519,762,352,298,393,600,6,30,2,10,2012,1
30-10-2012 07:00,1,229,60,0,0,7,7,273.08,0,0,40,Clouds,scattered clouds,6728,5478,2519,762,352,298,393,7,30,2,10,2012,1
30-10-2012 08:00,1,82,64,0,0,3,3,273.91,0,0,75,Clouds,broken clouds,5972,6728,5478,2519,762,352,298,8,30,2,10,2012,1
30-10-2012 09:00,1,199,65,3,310,9,9,274.82,0,0,75,Clouds,broken clouds,5280,5972,6728,5478,2519,762,352,9,30,2,10,2012,1
30-10-2012 10:00,1,271,56,4,320,2,2,276.16,0,0,75,Clouds,broken clouds,4626,5280,5972,6728,5478,2519,762,10,30,2,10,2012,1
30-10-2012 11:00,1,153,60,5,340,5,5,277.69,0,0,90,Clouds,overcast clouds,4947,4626,5280,5972,6728,5478,2519,11,30,2,10,2012,1
30-10-2012 12:00,1,138,69,4,320,7,7,278.47,0,0,90,Clouds,overcast clouds,5125,4947,4626,5280,5972,6728,5478,12,30,2,10,2012,1
30-10-2012 13:00,1,287,75,5,320,8,8,279.12,0,0,90,Clouds,overcast clouds,5130,5125,4947,4626,5280,5972,6728,13,30,2,10,2012,1
30-10-2012 14:00,1,199,60,5,330,6,6,279.28,0,0,90,Clouds,overcast clouds,5394,5130,5125,4947,4626,5280,5972,14,30,2,10,2012,1
30-10-2012 15:00,1,160,56,7,350,7,7,280.19,0,0,90,Clouds,overcast clouds,5837,5394,5130,5125,4947,4626,5280,15,30,2,10,2012,1
30-10-2012 16:00,1,104,56,6,340,6,6,280.5,0,0,90,Clouds,overcast clouds,6222,5837,5394,5130,5125,4947,4626,16,30,2,10,2012,1
30-10-2012 17:00,1,47,48,6,330,3,3,280.3,0,0,90,Clouds,overcast clouds,5992,6222,5837,5394,5130,5125,4947,17,30,2,10,2012,1
30-10-2012 18:00,1,165,52,5,320,4,4,279.58,0,0,75,Clouds,broken clouds,4578,5992,6222,5837,5394,5130,5125,18,30,2,10,2012,1
30-10-2012 19:00,1,51,42,6,350,3,3,278.78,0,0,75,Clouds,broken clouds,3246,4578,5992,6222,5837,5394,5130,19,30,2,10,2012,1
30-10-2012 20:00,1,135,42,5,350,5,5,278.5,0,0,90,Clouds,overcast clouds,2834,3246,4578,5992,6222,5837,5394,20,30,2,10,2012,1
30-10-2012 21:00,1,86,39,4,340,4,4,276.93,0,0,75,Clouds,broken clouds,2578,2834,3246,4578,5992,6222,5837,21,30,2,10,2012,1
30-10-2012 22:00,1,105,48,6,350,2,2,276.03,0,0,40,Clouds,scattered clouds,1979,2578,2834,3246,4578,5992,6222,22,30,2,10,2012,1
30-10-2012 23:00,1,272,51,5,350,7,7,275.01,0,0,40,Clouds,scattered clouds,1326,1979,2578,2834,3246,4578,5992,23,30,2,10,2012,1
31-10-2012 00:00,1,234,51,4,360,3,3,273.87,0,0,40,Clouds,scattered clouds,541,1326,1979,2578,2834,3246,4578,0,31,3,10,2012,1
31-10-2012 01:00,1,120,55,3,360,3,3,272.99,0,0,1,Clear,sky is clear,346,541,1326,1979,2578,2834,3246,1,31,3,10,2012,1
31-10-2012 02:00,1,247,59,3,10,4,4,272.41,0,0,1,Clear,sky is clear,265,346,541,1326,1979,2578,2834,2,31,3,10,2012,1
31-10-2012 03:00,1,214,59,3,360,5,5,272.31,0,0,1,Clear,sky is clear,338,265,346,541,1326,1979,2578,3,31,3,10,2012,1
